StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,timing_info_consent_First Click,timing_info_consent_Last Click,timing_info_consent_Page Submit,timing_info_consent_Click Count,CONSENT,prolific ID,prolif_check,vax_att_1,vax_att_2,vax_att_3,vax_att_4,vax_att_5,att_check_1,vax_yet,vax_futureY,vax_futureN,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_control_1_First Click,timing_control_1_Last Click,timing_control_1_Page Submit,timing_control_1_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timing_control2_First Click,timing_control2_Last Click,timing_control2_Page Submit,timing_control2_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timing_control3_First Click,timing_control3_Last Click,timing_control3_Page Submit,timing_control3_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,Q1,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,Q2,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,Q3,timing_choice3_First Click,timing_choice3_Last Click,timing_choice3_Page Submit,timing_choice3_Click Count,Q4,timing_choice4_First Click,timing_choice4_Last Click,timing_choice4_Page Submit,timing_choice4_Click Count,post_vax_att_1,post_vax_att_2,post_vax_att_3,post_vax_att_4,post_vax_att_5,att_check_2,vax_future_2,experience_1,experience_2,experience_3,experience_4,information_1,information_2,information_3,information_4,ITT_1_A,ITT_2_A,ITT_3_A,timing_ITT_A_First Click,timing_ITT_A_Last Click,timing_ITT_A_Page Submit,timing_ITT_A_Click Count,ITT_1_F,ITT_2_F,ITT_3_F,timing_ITT_F_First Click,timing_ITT_F_Last Click,timing_ITT_F_Page Submit,timing_ITT_F_Click Count,discuss_1,read_1,age,gender,gender_4_TEXT,edu,take_part_again,anything_else,friend,PROLIFIC_PID,condition,clicked_t,clicked_f,FL_3_DO,Block1_Cntrl_DO,Block2_Cntrl_DO,Block3_Cntrl_DO,Block4_Cntrl_DO
24/05/2021,24/05/2021,IP Address,100,606,TRUE,24/05/2021 17:25,R_1lcvhVHetGMqUSQ,anonymous,EN,9.244,14.811,15.411,8,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly disagree,No,,Undecided,,,,,,,,,,,,,7.374,145.159,146.78,15,,,,,,,,,,,,,,,,,9.989,69.984,71.409,15,,,,,,,,,,,,,,,,,18.326,67.298,70.46,14,,,,,,,,,,,,,,,,,16.8,64.931,65.668,13,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat agree,Undecided,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Not enough evidence it works,Not enough time to see long term side effects,Unneeded and isn‰Ûªt nessessary,7.506,42.765,52.291,7,It‰Ûªs very well needed,It‰Ûªs safe and tested,Let‰Ûªs keep safe  together,3.461,23.686,26.754,5,Rarely,Rarely,27,Male,-99,GCSEs,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
24/05/2021,24/05/2021,IP Address,100,335,TRUE,24/05/2021 17:28,R_1pxHXkkpXFrCt7D,anonymous,EN,4.182,9.194,10.429,10,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,4.977,14.508,14.98,8,Do we know enough about Covid-19 to develop a vaccine?,2.067,4.097,4.529,4,Are there serious side effects to the vaccine?,2.687,37.518,37.884,15,Is herd immunity possible without vaccination?,3.308,6.024,6.671,4,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly agree,Undecided,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,It hasn't been tested for long enough,There may be extreme side effects ,Don't think they need it ,7.038,48.769,55.436,15,So life can go back to normal,To be protected if they catch covid,They think it is the right thing to do,2.9,45.865,48.077,10,Most weeks,Most weeks,28,Female,-99,A levels,Somewhat likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,645,TRUE,24/05/2021 17:29,R_3EAKgKGDfADg2HC,anonymous,EN,11.129,14.415,15.075,3,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,3.974,40.808,43.403,6,,,,,,,,,,,,,,,,,2.508,228.893,229.684,5,,,,,,,,,,,,,,,,,2.227,51.932,52.503,7,,,,,,,,,,,,,,,,,6.476,75.997,82.176,8,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat agree,Yes,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Not had long enough to produce the vaccine,How do we know its safe,It could do more harm than good,5.836,29.559,39.388,3,So they can visit family and friends,more freedom to an extent when out,for peace of mind when out and about,2.856,2.856,38.602,1,Rarely,A few times a year,25,Female,-99,GCSEs,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
24/05/2021,24/05/2021,IP Address,100,625,TRUE,24/05/2021 17:29,R_3p3w3D1b2DdMzPz,anonymous,EN,9.71,9.71,11.051,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,56.087,0,Are vaccines dangerous in general?,0,0,102.84,0,"Will the vaccine be effective long term, or can immunity go away?",0,0,25.736,0,What is a messenger RNA vaccine?,0,0,91.952,0,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat agree,Yes,Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,It hasn't been tested properly,Nobody knows the long-term side effects yet,They are fit and young and therefore not really at risk of serious illness as a result of Covid-19,4.659,43.839,48.407,4,They want to become immune to Covid,They want to protect their vulnerable family members,So they can go on holiday (vaccine passport),2.356,29.388,42.852,3,Once or twice a year,Most weeks,41,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,I found the information quite scientific. I have a Biology degree so could relate to it well but wonder if it may be too heavy for someone without a science background.,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,439,TRUE,24/05/2021 17:29,R_1K7HIagfmOvTupR,anonymous,EN,52.59,52.59,56.971,1,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,0,0,27.431,0,Do we know enough about Covid-19 to develop a vaccine?,0,0,25.814,0,Is the pharmaceutical industry getting richer because of these vaccines?,0,0,12.357,0,Have vaccines been successful in the past?,0,0,17.848,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat agree,No,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,don't trust that its been tested enough,don't know how effective it'd be,we don't know enough about a brand new disease to suddenly be able to vaccinate it yet still we some how to manage to spend and raise millions on cancer research and still have gotten nowhere.,7.601,69.186,72.275,7,"its their choice so they can get one if they want, don't need to have a reason to or not too. keep your nose out of others business if you don't want them commenting on your choices",they are scared of the virus and want to be vaccinated ,they are told to by their goverment ,2.301,60.7,66.2,4,Rarely,Never,26,Female,-99,GCSEs,Very likely,-99,No,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,328,TRUE,24/05/2021 17:30,R_3h6GFjhu5v1A3oQ,anonymous,EN,3.505,6.329,7.632,4,YES,NA,Neutral (I don't have strong opinions either way),Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,6.208,6.208,7.068,1,,,,,,,,,,,,,,,,,3.096,3.096,4.311,1,,,,,,,,,,,,,,,,,1.824,1.824,3.694,1,,,,,,,,,,,,,,,,,2.81,2.81,4.178,1,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat agree,Yes,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,did not have enough time to produce,it is not safe for individuals ,has many symptoms that can vary,8.596,51.153,75.933,9,it is protecting you ,vaccines are created all the time ,it is safe although it has symptoms many vaccines also give symptoms ,3.232,59.259,59.795,6,Never,Rarely,19,Female,-99,A levels,Likely,-99,No,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
24/05/2021,24/05/2021,IP Address,100,379,TRUE,24/05/2021 17:32,R_3QDkTT9qwTP5hpw,anonymous,EN,0.93,16.673,17.39,12,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,4.475,21.985,22.03,9,"Could the virus mutate, reducing the effectiveness of the vaccine?",7.01,25.029,25.753,6,Don't vaccines only have a placebo effect?,9.511,13.027,13.461,2,Have vaccines been successful in the past?,4.655,13.491,15.238,4,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat agree,Yes,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,They don‰Ûªt want any vaccines due to side effects,Unsure about  covid ,Just generally don‰Ûªt want to ,3.724,50.081,66.861,5,It‰Ûªs better to get vaccinated just to protect everyone,To prevent it spreading ,To protect the whole world as a whole,1.08,29.945,38.125,8,A few times a year,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,863,TRUE,24/05/2021 17:33,R_3KvrtVgx4mevHtn,anonymous,EN,3.22,28.147,29.411,10,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat disagree,No,,No,,,,,,,,,,,,,1.801,59.201,60.988,29,,,,,,,,,,,,,,,,,1.757,85.237,86.6,9,,,,,,,,,,,,,,,,,1.438,6.937,8.579,4,,,,,,,,,,,,,,,,,1.352,9.711,11.287,7,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat agree,Undecided,Somewhat Agree,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Because it hasn‰Ûªt been around long enough for us to know. They‰Ûªve come up with a vaccine for COVID but not for stuff that‰Ûªs been around long enough eg. Cancer ,They may not believe it COVID 19 as I know a lot of people don‰Ûªt.,They may not know what is in there as I‰Ûªm sure there‰Ûªs been articles of people reports side effects and/or death after having the vaccine. ,6.707,134.124,163.207,24,Because there have been so many deaths ,They may believe in covid 19 and want to be fully protected so they can travel and do what they haven‰Ûªt done in the last year. ,They may have under lying health conditions that covid could really affect. ,8.012,215.12,216.192,11,Rarely,Most months,21,Female,-99,GCSEs,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
24/05/2021,24/05/2021,IP Address,100,468,TRUE,24/05/2021 17:33,R_pgw8kV9S5V4YneN,anonymous,EN,20.966,20.966,21.912,1,YES,NA,Neutral (I don't have strong opinions either way),Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,0,0,13.022,0,Can we trust vaccines from all countries?,0,0,2.206,0,"Will the vaccine be effective long term, or can immunity go away?",0,0,35.494,0,How is the Covid-19 vaccine different to other vaccines?,0,0,46.469,0,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat agree,Yes,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,They are sceptical of how quickly a vaccine was created ,They are anti-vaccinations,They believe it has an alternative purpose,9.823,59.848,95.79,4,They have faith in the science and believe it will protect them,To help keep their immune system healthy,They want to protect others from being infected,4.401,4.401,55.869,1,Rarely,A few times a year,24,Female,-99,"Undergraduate degree (BSc, BA)",Likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,423,TRUE,24/05/2021 17:33,R_308K2pbQL6IO2qe,anonymous,EN,0.792,5.498,6.086,5,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,4.341,4.341,39.156,1,,,,,,,,,,,,,,,,,9.855,31.595,32.349,4,,,,,,,,,,,,,,,,,4.35,43.885,44.287,10,,,,,,,,,,,,,,,,,6.799,8.109,8.96,2,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat agree,Yes,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Long term side effects.,Let nature take its cause.,Don't like needles. Scared of needles.,5.701,81.198,81.617,10,Will help to finally put an end to Covid restrictions.,Boost economy. Recover their income.,Makes themselves feel safer and more immune to Covid.,4.862,69.44,70.013,10,A few times a year,Most months,33,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
24/05/2021,24/05/2021,IP Address,100,754,TRUE,24/05/2021 17:34,R_1rCWcjydellV8ZT,anonymous,EN,16.55,18.85,20.225,2,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,35.098,35.098,37.045,1,,,,,,,,,,,,,,,,,11.315,11.315,17.228,1,,,,,,,,,,,,,,,,,11.208,22.017,23.973,2,,,,,,,,,,,,,,,,,17.137,17.137,19.733,1,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Somewhat agree,Yes,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,not enough time to get the vaccine right,untrustworthy government pushing the vaccine,side effects of the vaccine,44.143,138.291,140.609,7,they want to go on holiday,they want to get back to normal,They believe in the vaccine drive,3.272,32.86,59.858,4,Rarely,Rarely,32,Female,-99,GCSEs,Somewhat likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,651,TRUE,24/05/2021 17:35,R_3LaKx1O3AxvG5uO,anonymous,EN,0.986,17.682,19.123,12,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,20.005,104.345,107.877,25,,,,,,,,,,,,,,,,,2.083,118.139,118.968,29,,,,,,,,,,,,,,,,,1.403,51.981,58.235,17,,,,,,,,,,,,,,,,,7.828,65.653,70.536,23,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Yes,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Not long enough to trial the vaccine,Worried about the side effects,Mistrust of the government,7.577,33.569,46.281,9,Protect themselves from the virus,Protect family from the virus,Prevent or reduce side effects of covid 19,2.802,59.114,64.037,6,Rarely,Most weeks,27,Female,-99,Vocational Training / Apprenticeship,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
24/05/2021,24/05/2021,IP Address,100,570,TRUE,24/05/2021 17:36,R_1i35PVRuB6jRJ7s,anonymous,EN,1.889,15.959,17.267,2,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,0.79,0.79,6.139,1,,,,,,,,,,,,,,,,,0,0,4.381,0,,,,,,,,,,,,,,,,,4.242,4.242,4.724,1,,,,,,,,,,,,,,,,,0,0,6.237,0,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat agree,Undecided,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,They do not think its safe ,They are worried about side effects ,They do not think they will catch covid ,5.039,51.369,53.065,9,They might not think its safe ,They are worried about side effects ,They do not think they will catch Covid ,2.294,34.26,36.388,7,Most months,A few times a year,34,Female,-99,A levels,Likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,442,TRUE,24/05/2021 17:37,R_2AXeSAGftvTvhXU,anonymous,EN,10.613,10.613,11.441,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly disagree,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,36.887,0,"Could the virus mutate, reducing the effectiveness of the vaccine?",0,0,40.511,0,"Will the vaccine be effective long term, or can immunity go away?",0,0,24.066,0,Is herd immunity possible without vaccination?,0,0,32.574,0,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat agree,Yes,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,the effects of covid-19 often aren't too serious if a younger person,they dont trust the companies developing the vaccines,reserve the right to decide yes or no to recieve it,4.772,57.013,71.479,8,to prevent spreading covid-19 to others,"no reason not to, if not allergic to any substances that may be present within the vaccine",to be able to socialise freely,1.599,43.383,51.355,3,Rarely,Once or twice a year,21,Female,-99,"GCSEs,Undergraduate degree (BSc, BA)",Likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,755,TRUE,24/05/2021 17:40,R_ThAVj83ZGHLvW81,anonymous,EN,38.147,38.147,40.435,1,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,0,0,52.811,0,"Could the virus mutate, reducing the effectiveness of the vaccine?",0,0,70.898,0,Is the pharmaceutical industry getting richer because of these vaccines?,0,0,85.321,0,Is herd immunity possible without vaccination?,0,0,73.927,0,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat agree,Undecided,Somewhat Agree,Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,big pharma companies that don't care about your health profit off the vaccine,COVID is not as bad as the flu ,COVID is a man-made virus from a lab,4.728,83.789,111.646,9,it will protect vulnerable friends/family/strangers,life can resume to a bit more of normality once everyone is vaccinated,it will help the NHS,1.773,44.167,58.754,3,Once or twice a year,Most months,18,Female,-99,A levels,Somewhat likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,774,TRUE,24/05/2021 17:40,R_3HGoHrMxjDp0AF3,anonymous,EN,13.887,13.887,15.001,1,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,0,0,77.885,0,,,,,,,,,,,,,,,,,0,0,52.421,0,,,,,,,,,,,,,,,,,0,0,67.72,0,,,,,,,,,,,,,,,,,0,0,92.188,0,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat agree,Yes,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,it is not safe as there has not been enough time to test side effects,it is a money making ploy.Only the companies producing it and it's share holders benefit,It does not control the spread of Covid and stop it being passed on to the more vunerable.,11.561,199.277,201.159,11,they want to travel abroad and fear not having it may stop them,Their work insists that they have it to keep their job,They are particularly vunerable and dare not risk not having it,6.836,92.115,93.447,5,Most weeks,A few times a year,58,Female,-99,Vocational Training / Apprenticeship,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
