"StartDate","EndDate","Duration","timing_info_consent_Page.Submit","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","timing_cntrl1_Page.Submit.3","timer_cntrl2_Page.Submit.3","timer_cntrl3_Page.Submit.3","timing_control4_Page.Submit.3","Q1","timing_choice1_Page.Submit","Q2","timing_choice2_Page.Submit","Q3","timing_choice3_Page.Submit","Q4","timing_choice4_Page.Submit","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","timing_ITT_A_Page.Submit","ITT_1_F","ITT_2_F","ITT_3_F","timing_ITT_F_Page.Submit","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","FL_3_DO","Block1_Cntrl_DO","Block2_Cntrl_DO","Block3_Cntrl_DO","Block4_Cntrl_DO","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond","control_info_time","choice_info_time"
"17/05/2021 10:14","17/05/2021 10:20",394,16.162,"YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","Yes","Yes","",20.103,11.519,27.222,49.817,"",NA,"",NA,"",NA,"",NA,"Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","There hasnäó»t been enough testing before giving out the vaccine ","We donäó»t know what the potential long term side effects are ","It was produced too quickly ",98.389,"It could possibly make life return to normal quicker ","Could mean that holidays are possible ","Wonäó»t need to wear masks out anymore ",47.122,"Rarely","Most weeks","30","Female","-99","GCSEs","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",22,1," Yes",1,0,0,0,108.661,NA
"17/05/2021 10:09","17/05/2021 10:21",722,4.46,"YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",122.972,18.054,48.488,99.513,"",NA,"",NA,"",NA,"",NA,"Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","There was not enough time to develop these vaccines and test them. The long term side effects of a brand new technology will show years later.","14% of people got sick and that is why 75% needs to get the vaccine? Why some people do not get sick? Feels like no one checked that.","There are so many different vaccines to chose from, all has some issues. Instead of them, the scientist could just develop 1 perfect one.",158.633,"Because it protects against the virus...","Because it protects others from the virus.","They just want to get it, because they want to be free and move around and go to places. ",91.87,"Most days","Most days","37","Female","-99","Undergraduate degree (BSc, BA)","Very likely","It was very interesting and informative. It was great to see some facts the media not spreading.","Yes","control","0","1","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",23,0,"No ",-1,0,0,0,289.027,NA
"17/05/2021 10:13","17/05/2021 10:22",509,25.945,"YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly disagree","No","","No",12.443,43.097,29.337,61.586,"",NA,"",NA,"",NA,"",NA,"Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Somewhat Disagree","Agree","Agree","Somewhat Agree","Disagree","Somewhat Agree","Strongly Agree","It is being enforced and no other vaccine is enforced..why? ","Where has the flu gone? ","Statistics on deaths don't add up ",73.461,"They need to get it because they won't be able to travel etc ","It'd the new law that they have to have it ","They are scared of the media and what will happen if they don't get it ",114.612,"Most weeks","Most weeks","30","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",24,0,"No ",-1,0,0,0,146.463,NA
"17/05/2021 10:12","17/05/2021 10:22",610,72.701,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Strongly disagree","No","","No",NA,NA,NA,NA,"Can we trust who made the vaccine?",25.376,"Is Covid-19 dangerous for someone young like me?",17.848,"Are there serious side effects to the vaccine?",38.7,"Is herd immunity possible without vaccination?",41.031,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",-1,"Strongly Agree","Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Serious side effects","cant trust who produces the vaccines","dont require it as young and fit",163.349,"scared of being infected","can trust the authorities who provide the vaccines","to protect family/friends",36.145,"Most weeks","Most weeks","24","Male","-99","A levels","Very likely","good survey. interesting and important topic","Yes","choice","0","0","FL_14","","","","",25,0,"No ",-1,0,0,1,NA,122.955
"17/05/2021 10:11","17/05/2021 10:22",642,34.501,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Are the vaccines safe?",28.878,"Do we know enough about Covid-19 to develop a vaccine?",22.749,"Is the pharmaceutical industry getting richer because of these vaccines?",14.957,"What is a messenger RNA vaccine?",17.89,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Disagree","The vaccine is still in the experimental stage","I have been told I shouldn't have it.","I know more people who are suffering side effects from the vaccine than those who've had covid and those that have had covid with underlying issues are still alive and kicking.",91.165,"Everyone else is having it so I'm having it.","I'm doing it to protect others.","I trust the Government, Nhs and the mainstream media.",48.698,"Most months","Most days","61","Female","-99","Vocational Training / Apprenticeship","Very likely","When I answered for people wanting the vaccine, I actually put things that people have said to me.  I follow the information on gov.uk, statistics and studies and I form my own opinion.  I do not want the vaccine as I have undiagnosed issues and don't know whether it would be safe to have.  ","Yes","choice","0","0","FL_14","","","","",26,0,"No ",-1,0,0,1,NA,84.474
"17/05/2021 10:13","17/05/2021 10:22",508,14.929,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Can we trust who made the vaccine?",9.559,"Do we know enough about Covid-19 to develop a vaccine?",20.573,"Is the pharmaceutical industry getting richer because of these vaccines?",28.412,"How is the Covid-19 vaccine different to other vaccines?",53.551,"Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Strongly Disagree","Somewhat agree",-1,"Agree","Agree","Strongly Disagree","Disagree","Agree","Agree","Somewhat Disagree","Disagree","They are young and at very low risk of hospitalisation or severe infection from covid-19","There is not enough long term effects of vaccines known","It is still in a clinical trial phase with final results not due from initial participants in trials until 2023",78.112,"To protect themselves","They have been told to/persuaded by government and nhs etc and the continuous mention of vaccines ","They can not be bothered to do any research into vaccines, their safety, efficacy etc and will have it anyway",115.772,"A few times a year","Most weeks","32","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","Yes","choice","0","0","FL_14","","","","",27,0,"No ",-1,0,0,1,NA,112.095
"17/05/2021 10:13","17/05/2021 10:22",552,6.502,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",2.149,2.416,77.405,167.831,"",NA,"",NA,"",NA,"",NA,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat agree",0,"Agree","Agree","Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Disagree","not enough reserach carried out","too many side effects","simply because it goes against their ethics",172.489,"so they can go back to work","Keep safe and others around them safe","would contribute o further reserach",38.069,"A few times a year","Once or twice a year","26","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",28,0,"No ",-1,1,1,0,249.801,NA
"17/05/2021 10:08","17/05/2021 10:23",893,7.134,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",87.391,"Is Covid-19 dangerous for someone young like me?",11.802,"Are there serious side effects to the vaccine?",8.8,"Is herd immunity possible without vaccination?",6.745,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Infertility and other side effects like that ","Not long enough to test","Why a vaccine for something I would get over",46.005,"Things will go back to normal","The government endorse it so it must be okay","I have to have it for my job",48.136,"Most weeks","Most weeks","28","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",29,0,"No ",-1,0,0,1,NA,114.738
"17/05/2021 10:15","17/05/2021 10:23",491,28.823,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","No","","No",17.248,19.891,21.091,9.808,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Agree","Not tested long enough","Unknown side effects","Known side effects of vaccine",116.701,"Protect against covid","Ease social distancing","Because it is expected ",72.69,"Most days","Most months","37","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",30,0,"No ",-1,0,0,0,68.038,NA
"17/05/2021 10:13","17/05/2021 10:23",623,21.272,"YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","Yes","No","",NA,NA,NA,NA,"Are the vaccines safe?",97.03,"Could the virus mutate, reducing the effectiveness of the vaccine?",30.416,"Are there serious side effects to the vaccine?",24.692,"Is herd immunity possible without vaccination?",26.015,"Somewhat Disagree","Neither Agree nor Disagree","Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","i am worried about the side effects","i cannot get to the centre"," i have had a bad experience in the past ",104.913,"i feel protected by it","it will stop me passing it on to friends and relatives","i wont end up in hospital with it",67.707,"Once or twice a year","A few times a year","61","Female","-99","GCSEs","Very likely","-99","Yes","choice","0","0","FL_14","","","","",31,1," No",-1,0,0,1,NA,178.153
"17/05/2021 10:16","17/05/2021 10:24",450,9.836,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Neither Agree nor Disagree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",44.37,"Are vaccines dangerous in general?",31.506,"Are there serious side effects to the vaccine?",45.383,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",10.431,"Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","Agree","Disagree","Somewhat Disagree","Somewhat Disagree","There hasn't been enough time to produce a safe injection.","It can cause more harm than good. We don't know what's actually in it and if it could cause any bad reactions.","There may be long term consequences from the vaccine that you may not see immediately, but in the next decade or so.",75.734,"They don't want to die from covid","They listen to the news.","They want things to open up again quickly.",32.117,"Rarely","Rarely","26","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",32,0,"No ",-1,0,0,1,NA,131.69
"17/05/2021 10:10","17/05/2021 10:25",889,120.801,"YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Are the vaccines safe?",125.773,"Is Covid-19 dangerous for someone young like me?",76.086,"Will the vaccine be effective long term, or can immunity go away?",69.201,"Is herd immunity possible without vaccination?",79.11,"Somewhat Disagree","Disagree","Disagree","Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Neither Agree nor Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Agree","Somewhat Disagree","Disagree","Somewhat Agree","I don't believe it is safe.","It does not seem to be effective for more than a matter of weeks.","I am afraid my existing health conditions may be made worse if I have the vaccine.  How do I know and how does the NHS",80.52,"I have heard it makes symptoms far less severe if you have been vaccinated.","It is the responsible thing to do.","The world will not return to normal until there we have achieved herd immunity and this will not be possible without mass vaccination.",106.125,"Never","Never","59","Female","-99","A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",33,0,"Undecided ",0,0,0,1,NA,350.17
